bucket_label,candidate_playbook,candidate_rejection_reasons,city,condition_id,covered,event_slug,match_condition_side,match_playbook,match_reason,outcome,price,public_playbook,side,size,timestamp_utc,trade_type
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,no,0.88,paired_under_par,buy,4.12,2026-03-28T14:40:49+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000004854549603,paired_under_par,buy,1.235954,2026-03-28T14:40:49+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000001675733939,paired_under_par,buy,5.370781,2026-03-28T14:40:49+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000004854549603,paired_under_par,buy,1.235954,2026-03-28T14:40:51+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,no,0.88,paired_under_par,buy,1.12,2026-03-28T14:40:51+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000000679389826,paired_under_par,buy,1.471909,2026-03-28T14:40:51+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000001405266094,paired_under_par,buy,2.134827,2026-03-28T14:40:51+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11,paired_under_par,buy,1.28,2026-03-28T14:40:51+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000004854549603,paired_under_par,buy,1.235954,2026-03-28T14:40:53+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000004854549603,paired_under_par,buy,1.235954,2026-03-28T14:40:53+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000000425838337,paired_under_par,buy,2.348309,2026-03-28T14:40:55+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,no,0.88,paired_under_par,buy,2.25,2026-03-28T14:41:09+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000000898990343,paired_under_par,buy,2.224718,2026-03-28T14:41:11+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000004854549603,paired_under_par,buy,1.235954,2026-03-28T14:41:11+00:00,buy
23°C,,[],Mexico City,0x9815d8a0a736bd3f2bd05e1d0c0b7fd7872aedaa1ef65754f080af06c14455dd,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.11000002643574748,paired_under_par,buy,1.134827,2026-03-28T14:41:13+00:00,buy
24°C,,[],Mexico City,0x5b317eba2d33da2d594c1dd6eef399cd3ee430be44103d6169172f7feca05e9c,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,no,0.7613569576490925,asymmetric_paired_accumulation,buy,11.44671,2026-03-28T14:41:23+00:00,buy
24°C,,[],Mexico City,0x5b317eba2d33da2d594c1dd6eef399cd3ee430be44103d6169172f7feca05e9c,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.1,asymmetric_paired_accumulation,buy,6.78888,2026-03-28T14:41:25+00:00,buy
24°C,,[],Mexico City,0x5b317eba2d33da2d594c1dd6eef399cd3ee430be44103d6169172f7feca05e9c,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.1,asymmetric_paired_accumulation,buy,4.88888,2026-03-28T14:41:25+00:00,buy
24°C,,[],Mexico City,0x5b317eba2d33da2d594c1dd6eef399cd3ee430be44103d6169172f7feca05e9c,True,highest-temperature-in-mexico-city-on-april-1-2026,False,False,missing_quote_pair,yes,0.1,asymmetric_paired_accumulation,buy,1.13,2026-03-28T14:41:49+00:00,buy
